%# iteration evaluations sigma axisratio fitness_of(bestever best median worst) mindii idxmaxSD maxSD idxminSD minSD (randomSeed=1453126985801, Mon Jan 18 15:23:05 CET 2016)

40 400 0.02020796352408046 1.854975156222148 8.746910322844581 8.75602401622852 8.850586346153369 9.143786287853997 0.6740301622260078 1 0.02635861962520049 8 0.014258845521672375
47 470 0.022136224963266525 2.4489710065238186 8.484280839866853 8.487179395736472 8.812824669461499 9.942221624234888 0.6373626104857689 1 0.03444303072053956 3 0.014795662331832292
54 540 0.018867045514602252 2.5969008785870002 8.27721025766799 8.27721025766799 8.452908726907657 8.951212470506603 0.6150871004327612 1 0.029530700746437898 7 0.012284038632994638
62 620 0.01945093370664574 2.7674681165706114 8.114159314420148 8.139488856850841 8.351380205875625 8.435820413497982 0.5665943880396834 1 0.029584847919841492 8 0.011539967329292994
70 700 0.020974709621819094 3.3101348320805473 7.813604542983601 7.946777972103432 8.01365501991358 8.39724354343143 0.5375220989969428 1 0.03425917030626051 8 0.012027575317315187
79 790 0.014012331999639034 3.500458076838071 7.637089449085541 7.637089449085541 7.718553171703063 7.823157497413486 0.5030742643333603 1 0.022889083612096493 8 0.007387653615079827
88 880 0.02382383604541624 4.252189983753361 7.358507879567429 7.358507879567429 7.677813267410403 7.832881506665772 0.47307772857549724 1 0.03944547178942835 7 0.01257617164019198
98 980 0.025169440993315337 4.64259133772186 7.070995658679505 7.070995658679505 7.404616519024643 7.865320658393135 0.44370767695311314 1 0.04049715811304503 8 0.012640083421963908
108 1080 0.026085545410083823 5.112816010609757 6.518584992148612 6.663444990044251 6.919273107084537 7.201728741764019 0.42684916749921653 1 0.03963717810442065 8 0.012098915420926499
119 1190 0.019137122237700383 5.138731485504185 6.296846800498938 6.367370526690808 6.49133303718623 6.605051990543542 0.3985976743741294 2 0.02658334820327441 8 0.008658520399857582
130 1300 0.022921560315402916 5.583421898339172 6.139717469590606 6.186560149948137 6.357149837786909 6.533347776858423 0.36508308480363755 2 0.030183552095312045 7 0.01045400359328764
142 1420 0.024516452802587886 5.723758732714475 5.719763385078404 5.719763385078404 5.9217186565060596 6.811631981048141 0.3372781445317216 2 0.030161525858472208 9 0.010257053942854342
154 1540 0.01717507862983028 5.639885661037 5.5490388632369765 5.5490388632369765 5.717566739043932 5.859400441231755 0.3117118101252772 2 0.018655437910544845 9 0.006553190423541041
167 1670 0.022665327544868247 6.09652830031107 5.195759065722694 5.195759065722694 5.368134712279539 5.421023586755596 0.28176966181998864 3 0.023794229394080595 9 0.008530872948253306
180 1800 0.020925776088538243 6.725524181065237 4.96321950754702 5.0714264288164745 5.127366462984565 5.650747136086368 0.2644006691081414 4 0.022102783686600354 7 0.0073853595648685245
194 1940 0.022061781190358145 7.182300253620045 4.593077136627763 4.6138777093320815 4.782345084294438 5.076329523175059 0.24434763678228974 4 0.023164244421581017 7 0.007115738453318681
208 2080 0.02695150061983985 8.485757039433787 4.123995090665767 4.1814280894404385 4.308906249701841 4.593901457066117 0.21461202682725353 4 0.028792827941584807 7 0.007924338685047235
223 2230 0.019661486332890894 9.143796111095275 3.72122982839058 3.748892690511953 3.8576902938306716 3.9983905362612076 0.18884075751966736 5 0.019793265606217515 7 0.0056882529449516234
238 2380 0.01689207063217305 9.07502697211361 3.4813729698415306 3.4813729698415306 3.5600434187336187 3.720935413543824 0.18255614205954007 5 0.016691894354683327 9 0.004836116436391762
254 2540 0.01704747043726815 9.508963692618536 3.075107397954713 3.075107397954713 3.2047732888506366 3.235736405297415 0.16728176917405077 5 0.0158783954286475 9 0.004367057962084852
270 2700 0.025559662785419004 10.96432079204481 2.6657243095500354 2.6657243095500354 2.875875697890215 3.10263841778335 0.1525933903283544 6 0.025195365152654428 9 0.006511218350417118
287 2870 0.02149394724464178 12.15186214805519 2.1287725936860484 2.1287725936860484 2.2383500543399677 2.2914383042953443 0.14342581443762542 6 0.021906662299695467 9 0.004948129662334723
304 3040 0.03612409487418386 11.874223530244432 1.6936718309400334 1.6936718309400334 1.9541342474144505 2.9661801157244208 0.13167168227081022 7 0.032715411975569944 1 0.009179404792998168
322 3220 0.03098225344339524 12.31231465895468 1.273323164775531 1.2743719746133975 1.4039649553290308 1.6451961206583632 0.11764380359439089 7 0.02655986730241626 1 0.006995179319486428
340 3400 0.021983995312533366 12.057021920860523 0.9311806217575289 0.9427276277455489 1.0053282995313237 1.1039123230293777 0.1080426948858242 7 0.01623750892665914 1 0.004347454193991822
359 3590 0.018214234330852296 11.811048469063024 0.7291629086867234 0.7291629086867234 0.766528772686808 0.9172915755287584 0.10309178827517064 8 0.012949075046433495 1 0.00307319481846415
378 3780 0.01688351202269608 11.898079922704088 0.6099386790146772 0.6099386790146772 0.6511082231527626 0.6733932042121598 0.09582708094557357 8 0.011597334792840518 1 0.0024612338451735064
398 3980 0.020097157992855177 14.153243327326845 0.4399819660677407 0.4399819660677407 0.49522494647226417 0.5299103699075415 0.08223014845447119 9 0.013666897323801448 1 0.0027193652538263892
418 4180 0.03181396303812616 14.112194383511245 0.24305545960546085 0.24305545960546085 0.3339606444982408 0.48764005168478863 0.07871506514676276 9 0.022088610205789627 1 0.003928940428810064
439 4390 0.029540632432382377 18.666379262445535 0.13163714954844566 0.17246729979773223 0.2230870688390863 0.3055404276251591 0.07196937662780052 10 0.02572731558000745 1 0.003399587937434657
460 4600 0.023597737615741642 23.855130551925637 0.04467044144986886 0.052198739651920296 0.08725149354511771 0.18513401928474407 0.064150486819935 10 0.027202120388941372 1 0.0024235688870780222
482 4820 0.00832359333013039 27.434943386610698 0.014444296308732698 0.014444296308732698 0.018634414400234074 0.024050068817612184 0.055702537599257716 10 0.009759289368147704 1 7.531563361854619E-4
504 5040 0.005001942393819817 34.860095242078344 0.0070409551443084036 0.00755326333522946 0.008689819027528928 0.010883293439302742 0.04565902806619927 10 0.006389808410432261 1 4.154554123381853E-4
527 5270 0.008372446672371369 46.524054835851466 0.0017955259709244776 0.0022343075228942345 0.003859321975704636 0.0063983831823098605 0.043123652649854856 10 0.014291937431787518 1 6.686367661161686E-4
550 5500 0.002868323806737411 50.281784328015156 1.352161894117276E-4 1.352161894117276E-4 3.213253025987314E-4 0.001199554224840438 0.03734285530047147 10 0.0046258021874423525 1 2.0328037610376954E-4
574 5740 5.309567911942574E-4 47.15227075392395 2.3602657950803756E-6 4.568529700569585E-6 6.749234559024318E-6 1.4497865292326091E-5 0.03446842735245127 10 7.257200666007844E-4 1 3.243308601398769E-5
598 5980 1.6116340228801567E-4 47.038188988663826 1.4873887200887032E-7 4.076010976191836E-7 6.111019708380971E-7 1.3032395755350944E-6 0.03309592012981252 10 2.1525833308726623E-4 1 8.748361754048266E-6
623 6230 3.0829718292751497E-5 49.000159847078116 3.488726974633952E-9 5.295421383381471E-9 1.646910115414756E-8 1.7797353013303043E-8 0.02900253276442226 10 3.7558339557477576E-5 1 1.5533524082394833E-6
648 6480 5.286128295786851E-6 58.60250731426889 7.284935596983459E-11 7.284935596983459E-11 3.8472062625210953E-10 5.903175327540013E-10 0.02430834578566973 10 6.47838710714874E-6 1 2.2574874005302201E-7
674 6740 1.7538258573124496E-6 64.03714792657772 9.722506296787103E-12 9.722506296787103E-12 2.4948792519575855E-11 5.4403882078245495E-11 0.02049340063774165 10 1.986718159233122E-6 2 6.847475417212299E-8
700 7000 3.632050104525865E-7 60.721090366346516 2.9038224880912094E-13 3.026459381830269E-13 7.435471339326901E-13 1.0729534111893026E-12 0.018023849523006938 10 3.435158076813722E-7 2 1.2726688510872777E-8
723 7231 8.232124765970645E-8 68.14596569323214 3.204504193784767E-15 9.31461941553697E-15 3.613014301127323E-14 4.6208719438730555E-14 0.01522015605500012 10 7.404405587120983E-8 2 2.557136376441591E-9
